MLV6401_CLOSE_REM	BOOL	VAR_GLOBAL	Valve close command from SCADA			0	0	0	0	0	0
MLV6401_CLOSE_READ	BOOL	VAR_GLOBAL	Last valve command sent from SCADA			0	0	0	0	0	0
MLV6401_OPEN_DERV	BOOL	VAR_GLOBAL	Valve open limit			0	0	0	0	0	0
MLV6401_OPEN_REM	BOOL	VAR_GLOBAL	Valve open command from SCADA			0	0	0	0	0	0
MLV6401_OPEN_READ	BOOL	VAR_GLOBAL	Last valve command sent from SCADA			0	0	0	0	0	0
PDAH6406_DP_DERV	BOOL	VAR_GLOBAL	Differential pressure high (DP > SP)		TRUE	0	0	0	0	0	0
UA6401_FAULT_DERV	BOOL	VAR_GLOBAL	Valve limit fault			0	0	0	0	0	0
UA6414B_TIMEOUT_DERV	BOOL	VAR_GLOBAL				0	0	0	0	0	0
MLV6414_OP_DERV	BOOL	VAR_GLOBAL				0	0	0	0	0	0
MLV6414_CLOSE_DERV	BOOL	VAR_GLOBAL	Launcher Valve close limit			0	0	0	0	0	0
MLV6414_CLOSE_REM	BOOL	VAR_GLOBAL	Launcher Valve close command from SCADA			0	0	0	0	0	0
MLV6414_CLOSE_READ	BOOL	VAR_GLOBAL	Launcher Last valve command sent from SCADA			0	0	0	0	0	0
MLV6414_OPEN_DERV	BOOL	VAR_GLOBAL	Launcher Valve open limit			0	0	0	0	0	0
MLV6414_OPEN_REM	BOOL	VAR_GLOBAL	Launcher Valve open command from SCADA			0	0	0	0	0	0
MLV6414_OPEN_READ	BOOL	VAR_GLOBAL	Launcher Last valve command sent from SCADA			0	0	0	0	0	0
PDAH6408_DP_DERV	BOOL	VAR_GLOBAL	Launcher Differential pressure high (DP > SP)		TRUE	0	0	0	0	0	0
UA6414_FAULT_DERV	BOOL	VAR_GLOBAL	Launcher Valve limit fault			0	0	0	0	0	0
KEYPAD_STATE	BOOL	VAR_GLOBAL	Indicates whether an operator has logged into the Keypad (Login=1; Not Login=0)			0	0	0	0	0	0
KEYPAD_LOGOFF	BOOL	VAR_GLOBAL	"Log off Keypad, return to Screen Number 1"			0	0	0	0	0	0
Always_False	BOOL	VAR_GLOBAL	"Bit1: KEYPAD_LOGOFF; Bits 2-16: FALSE (When keypad is forced logoff, only screen 1 is shown)"		FALSE	0	0	0	0	0	0
Screen_Num_Bit1	BOOL	VAR_GLOBAL				0	0	0	0	0	0
Screen_Num_Bit2	BOOL	VAR_GLOBAL				0	0	0	0	0	0
Screen_Num_Bit3	BOOL	VAR_GLOBAL				0	0	0	0	0	0
Screen_Num_Bit4	BOOL	VAR_GLOBAL				0	0	0	0	0	0
Screen_Num_Bit5	BOOL	VAR_GLOBAL				0	0	0	0	0	0
Screen_Num_Bit6	BOOL	VAR_GLOBAL				0	0	0	0	0	0
Screen_Num_Bit7	BOOL	VAR_GLOBAL				0	0	0	0	0	0
Screen_Num_Bit8	BOOL	VAR_GLOBAL				0	0	0	0	0	0
Screen_Num_Bit9	BOOL	VAR_GLOBAL				0	0	0	0	0	0
Screen_Num_Bit10	BOOL	VAR_GLOBAL				0	0	0	0	0	0
Screen_Num_Bit11	BOOL	VAR_GLOBAL				0	0	0	0	0	0
Screen_Num_Bit12	BOOL	VAR_GLOBAL				0	0	0	0	0	0
Screen_Num_Bit13	BOOL	VAR_GLOBAL				0	0	0	0	0	0
Screen_Num_Bit14	BOOL	VAR_GLOBAL				0	0	0	0	0	0
Screen_Num_Bit15	BOOL	VAR_GLOBAL				0	0	0	0	0	0
Screen_Num_Bit16	BOOL	VAR_GLOBAL				0	0	0	0	0	0
EI5503_HIST_LIST	CathodicData	VAR_GLOBAL	"Upstream CPU1 Potential array, 1s data x 60"			0	0	0	0	0	0
EI5503_USPOT_ADJ	REAL	VAR_GLOBAL	"Upstream CPU1 Potential, adjusted with setpoint"			0	0	0	0	0	0
EI5503_USPOT_FAIL	BOOL	VAR_GLOBAL	"Upstream CPU1 Potential, quality"			0	0	0	0	0	0
EI5503_USPOT_PV	REAL	VAR_GLOBAL	Upstream CPU1 Potential			0	0	0	0	0	0
EI5503_USPOT_REM	REAL	VAR_GLOBAL	"Upstream CPU1 Potential, setpoint from Experion"			0	0	0	0	0	0
EI5503_USPOT_STOR	REAL	VAR_GLOBAL	"Upstream CPU1 Potential, quality checked"			0	0	0	0	0	0
EQ5503_USPOT_AVE	REAL	VAR_GLOBAL	"Upstream CPU1 Potential, running average over last 60s"			0	0	0	0	0	0
EQ5503A_USPOT_ACC	REAL	VAR_GLOBAL	"Upstream CPU1 Potential, accumulator"			0	0	0	0	0	0
EQ5503A_USPOT_REM	REAL	VAR_GLOBAL	Upstream CPU1 Potential remote set			0	0	0	0	0	0
EQ5503A_USPOT_RST	BOOL	VAR_GLOBAL	"Upstream CPU1 Potential, accumulator reset"			0	0	0	0	0	0
EY5503_USPOT_MAX	REAL	VAR_GLOBAL	"Upstream CPU1 Potential, running maximum over last 60s"			0	0	0	0	0	0
II5504_HIST_LIST	CathodicData	VAR_GLOBAL	"Upstream CPU1 Current array, 1s data x 60"			0	0	0	0	0	0
II5504_USCUR_ADJ	REAL	VAR_GLOBAL	"Upstream CPU1 Current, adjusted with setpoint"			0	0	0	0	0	0
II5504_USCUR_FAIL	BOOL	VAR_GLOBAL	"Upstream CPU1 Current, quality"			0	0	0	0	0	0
II5504_USCUR_PV	REAL	VAR_GLOBAL	Upstream CPU1 Current			0	0	0	0	0	0
II5504_USCUR_REM	REAL	VAR_GLOBAL	"Upstream CPU1 Current, setpoint from Experion"			0	0	0	0	0	0
II5504_USCUR_STOR	REAL	VAR_GLOBAL	"Upstream CPU1 Current, quality checked"			0	0	0	0	0	0
IQ5504_USCUR_AVE	REAL	VAR_GLOBAL	"Upstream CPU1 Current, running average over last 60s"			0	0	0	0	0	0
IQ5504A_USCUR_ACC	REAL	VAR_GLOBAL	"Upstream CPU1 Current, accumulator"			0	0	0	0	0	0
IQ5504A_USCUR_REM	REAL	VAR_GLOBAL	Upstream CPU1 Current remote set			0	0	0	0	0	0
IQ5504A_USCUR_RST	BOOL	VAR_GLOBAL	"Upstream CPU1 Current, accumulator reset"			0	0	0	0	0	0
IY5504_USCUR_MAX	REAL	VAR_GLOBAL	"Upstream CPU1 Current, running maximum over last 60s"			0	0	0	0	0	0
EI5506_HIST_LIST	CathodicData	VAR_GLOBAL	"Downstream CPU2 Potential array, 1s data x 60"			0	0	0	0	0	0
EI5506_DSPOT_ADJ	REAL	VAR_GLOBAL	"Downstream CPU2 Potential, adjusted with setpoint"			0	0	0	0	0	0
EI5506_DSPOT_FAIL	BOOL	VAR_GLOBAL	"Downstream CPU2 Potential, quality"			0	0	0	0	0	0
EI5506_DSPOT_PV	REAL	VAR_GLOBAL	Downstream CPU2 Potential			0	0	0	0	0	0
EI5506_DSPOT_REM	REAL	VAR_GLOBAL	"Downstream CPU2 Potential, setpoint from Experion"			0	0	0	0	0	0
EI5506_DSPOT_STOR	REAL	VAR_GLOBAL	"Downstream CPU2 Potential, quality checked"			0	0	0	0	0	0
EQ5506_DSPOT_AVE	REAL	VAR_GLOBAL	"Downstream CPU2 Potential, running average over last 60s"			0	0	0	0	0	0
EQ5506A_DSPOT_ACC	REAL	VAR_GLOBAL	"Downstream CPU2 Potential, accumulator"			0	0	0	0	0	0
EQ5506A_DSPOT_REM	REAL	VAR_GLOBAL	Downstream CPU2 Potential remote set			0	0	0	0	0	0
EQ5506A_DSPOT_RST	BOOL	VAR_GLOBAL	"Downstream CPU2 Potential, accumulator reset"			0	0	0	0	0	0
EY5506_DSPOT_MAX	REAL	VAR_GLOBAL	"Downstream CPU2 Potential, running maximum over last 60s"			0	0	0	0	0	0
II5507_HIST_LIST	CathodicData	VAR_GLOBAL	"Downstream CPU2 Current array, 1s data x 60"			0	0	0	0	0	0
II5507_DSCUR_ADJ	REAL	VAR_GLOBAL	"Downstream CPU2 Current, adjusted with setpoint"			0	0	0	0	0	0
II5507_DSCUR_FAIL	BOOL	VAR_GLOBAL	"Downstream CPU2 Current, quality"			0	0	0	0	0	0
II5507_DSCUR_PV	REAL	VAR_GLOBAL	Downstream CPU2 Current			0	0	0	0	0	0
II5507_DSCUR_REM	REAL	VAR_GLOBAL	"Downstream CPU2 Current, setpoint from Experion"			0	0	0	0	0	0
II5507_DSCUR_STOR	REAL	VAR_GLOBAL	"Downstream CPU2 Current, quality checked"			0	0	0	0	0	0
IQ5507_DSCUR_AVE	REAL	VAR_GLOBAL	"Downstream CPU2 Current, running average over last 60s"			0	0	0	0	0	0
IQ5507A_DSCUR_ACC	REAL	VAR_GLOBAL	"Downstream CPU2 Current, accumulator"			0	0	0	0	0	0
IQ5507A_DSCUR_REM	REAL	VAR_GLOBAL	Downstream CPU2 Current remote set			0	0	0	0	0	0
IQ5507A_DSCUR_RST	BOOL	VAR_GLOBAL	"Downstream CPU2 Current, accumulator reset"			0	0	0	0	0	0
IY5507_DSCUR_MAX	REAL	VAR_GLOBAL	"Downstream CPU2 Current, running maximum over last 60s"			0	0	0	0	0	0
EI5509_HIST_LIST	CathodicData	VAR_GLOBAL	"Downstream CPU3 Potential array, 1s data x 60"			0	0	0	0	0	0
EI5509_DSPOT_ADJ	REAL	VAR_GLOBAL	"Downstream CPU3 Potential, adjusted with setpoint"			0	0	0	0	0	0
EI5509_DSPOT_FAIL	BOOL	VAR_GLOBAL	"Downstream CPU3 Potential, quality"			0	0	0	0	0	0
EI5509_DSPOT_PV	REAL	VAR_GLOBAL	Downstream CPU3 Potential			0	0	0	0	0	0
EI5509_DSPOT_REM	REAL	VAR_GLOBAL	"Downstream CPU3 Potential, setpoint from Experion"			0	0	0	0	0	0
EI5509_DSPOT_STOR	REAL	VAR_GLOBAL	"Downstream CPU3 Potential, quality checked"			0	0	0	0	0	0
EQ5509_DSPOT_AVE	REAL	VAR_GLOBAL	"Downstream CPU3 Potential, running average over last 60s"			0	0	0	0	0	0
EQ5509A_DSPOT_ACC	REAL	VAR_GLOBAL	"Downstream CPU3 Potential, accumulator"			0	0	0	0	0	0
EQ5509A_DSPOT_REM	REAL	VAR_GLOBAL	Downstream CPU3 Potential remote set			0	0	0	0	0	0
EQ5509A_DSPOT_RST	BOOL	VAR_GLOBAL	"Downstream CPU3 Potential, accumulator reset"			0	0	0	0	0	0
EY5509_DSPOT_MAX	REAL	VAR_GLOBAL	"Downstream CPU3 Potential, running maximum over last 60s"			0	0	0	0	0	0
II5510_HIST_LIST	CathodicData	VAR_GLOBAL	"Downstream CPU3 Current array, 1s data x 60"			0	0	0	0	0	0
II5510_DSCUR_ADJ	REAL	VAR_GLOBAL	"Downstream CPU3 Current, adjusted with setpoint"			0	0	0	0	0	0
II5510_DSCUR_FAIL	BOOL	VAR_GLOBAL	"Downstream CPU3 Current, quality"			0	0	0	0	0	0
II5510_DSCUR_PV	REAL	VAR_GLOBAL	Downstream CPU3 Current			0	0	0	0	0	0
II5510_DSCUR_REM	REAL	VAR_GLOBAL	"Downstream CPU3 Current, setpoint from Experion"			0	0	0	0	0	0
II5510_DSCUR_STOR	REAL	VAR_GLOBAL	"Downstream CPU3 Current, quality checked"			0	0	0	0	0	0
IQ5510_DSCUR_AVE	REAL	VAR_GLOBAL	"Downstream CPU3 Current, running average over last 60s"			0	0	0	0	0	0
IQ5510A_DSCUR_ACC	REAL	VAR_GLOBAL	"Downstream CPU3 Current, accumulator"			0	0	0	0	0	0
IQ5510A_DSCUR_REM	REAL	VAR_GLOBAL	Downstream CPU3 Current remote set			0	0	0	0	0	0
IQ5510A_DSCUR_RST	BOOL	VAR_GLOBAL	"Downstream CPU3 Current, accumulator reset"			0	0	0	0	0	0
IY5510_DSCUR_MAX	REAL	VAR_GLOBAL	"Downstream CPU3 Current, running maximum over last 60s"			0	0	0	0	0	0
XC5505A_INTRUP_REM	DINT	VAR_GLOBAL	Upstream CPU1 Interrupt ON SP		25	0	0	0	0	0	0
XC5505B_INTRUP_REM	DINT	VAR_GLOBAL	Upstream CPU1 Interrupt OFF SP		5	0	0	0	0	0	0
XC5508A_INTRUP_REM	DINT	VAR_GLOBAL	Downstream CPU2 Interrupt ON SP		25	0	0	0	0	0	0
XC5508B_INTRUP_REM	DINT	VAR_GLOBAL	Downstream CPU2 Interrupt OFF SP		5	0	0	0	0	0	0
XC5511A_INTRUP_REM	DINT	VAR_GLOBAL	Downstream CPU3 Interrupt ON SP		25	0	0	0	0	0	0
XC5511B_INTRUP_REM	DINT	VAR_GLOBAL	Downstream CPU3 Interrupt OFF SP		5	0	0	0	0	0	0
XY5505_INTRUP_REM	BOOL	VAR_GLOBAL	Upstream CPU1 Interrupt Command fr SCADA			0	0	0	0	0	0
XY5508_INTRUP_REM	BOOL	VAR_GLOBAL	Downstream CPU2 Interrupt Command fr SCADA			0	0	0	0	0	0
XY5511_INTRUP_REM	BOOL	VAR_GLOBAL	Downstream CPU3 Interrupt Command fr SCADA			0	0	0	0	0	0
XY5505_INTRUP_FLAG	BOOL	VAR_GLOBAL				0	0	0	0	0	0
XY5508_INTRUP_FLAG	BOOL	VAR_GLOBAL				0	0	0	0	0	0
XY5511_INTRUP_FLAG	BOOL	VAR_GLOBAL				0	0	0	0	0	0
PI6403_PV	REAL	VAR_GLOBAL	Upstream Pressure			0	0	0	0	0	0
PI6403_EX_HIGH	REAL	VAR_GLOBAL	Upstream Pressure Extended High			0	0	0	0	0	0
PI6403_HIGH	REAL	VAR_GLOBAL	Upstream Pressure High			0	0	0	0	0	0
PI6403_LOW	REAL	VAR_GLOBAL	Upstream Pressure Low			0	0	0	0	0	0
PI6403_EX_LOW	REAL	VAR_GLOBAL	Upstream Pressure Extended Low			0	0	0	0	0	0
PI6403_OUTRANGE	BOOL	VAR_GLOBAL	Upstream Pressure Over Range			0	0	0	0	0	0
PI6403_AI_XMIT	REAL	VAR_GLOBAL	XMIT Value used in Scada to generate an alarm if Open loop			0	0	0	0	0	0
PI6405_PV	REAL	VAR_GLOBAL	Downstream Pressure			0	0	0	0	0	0
PI6405_EX_HIGH	REAL	VAR_GLOBAL	Downstream Pressure Extended High			0	0	0	0	0	0
PI6405_HIGH	REAL	VAR_GLOBAL	Downstream Pressure High			0	0	0	0	0	0
PI6405_LOW	REAL	VAR_GLOBAL	Downstream Pressure Low			0	0	0	0	0	0
PI6405_EX_LOW	REAL	VAR_GLOBAL	Downstream Pressure Extended Low			0	0	0	0	0	0
PI6405_OUTRANGE	BOOL	VAR_GLOBAL	Downstream Pressure Over Range			0	0	0	0	0	0
PI6405_AI_XMIT	REAL	VAR_GLOBAL	XMIT Value used in Scada to generate an alarm if Open loop			0	0	0	0	0	0
TI6407_PV	REAL	VAR_GLOBAL	Downstream Temperature			0	0	0	0	0	0
TI6407_EX_HIGH	REAL	VAR_GLOBAL	Downstream Temperature Extended High			0	0	0	0	0	0
TI6407_HIGH	REAL	VAR_GLOBAL	Downstream Temperature High			0	0	0	0	0	0
TI6407_LOW	REAL	VAR_GLOBAL	Downstream Temperature Low			0	0	0	0	0	0
TI6407_EX_LOW	REAL	VAR_GLOBAL	Downstream Temperature Extended Low			0	0	0	0	0	0
TI6407_OUTRANGE	BOOL	VAR_GLOBAL	Downstream Temperature Out of Range			0	0	0	0	0	0
TI6407_AI_XMIT	REAL	VAR_GLOBAL	XMIT Value used in Scada to generate an alarm if Open loop			0	0	0	0	0	0
EI5503_PV	REAL	VAR_GLOBAL	Upstream CPU1 Potential			0	0	0	0	0	0
EI5503_EX_HIGH	REAL	VAR_GLOBAL	Upstream CPU1 Potential Extended High			0	0	0	0	0	0
EI5503_HIGH	REAL	VAR_GLOBAL	Upstream CPU1 Potential High			0	0	0	0	0	0
EI5503_LOW	REAL	VAR_GLOBAL	Upstream CPU1 Potential Low			0	0	0	0	0	0
EI5503_EX_LOW	REAL	VAR_GLOBAL	Upstream CPU1 Potential Extended Low			0	0	0	0	0	0
EI5503_OUTRANGE	BOOL	VAR_GLOBAL	Upstream CPU1 Potential Out of Range			0	0	0	0	0	0
EI5503_AI_XMIT	REAL	VAR_GLOBAL	XMIT Value used in Scada to generate an alarm if Open loop			0	0	0	0	0	0
EI5512A_PV	REAL	VAR_GLOBAL	Battery Bank A Voltage			0	0	0	0	0	0
EI5512A_EX_HIGH	REAL	VAR_GLOBAL	Battery Bank A Voltage Extended High			0	0	0	0	0	0
EI5512A_HIGH	REAL	VAR_GLOBAL	Battery Bank A Voltage High			0	0	0	0	0	0
EI5512A_LOW	REAL	VAR_GLOBAL	Battery Bank A Voltage Low			0	0	0	0	0	0
EI5512A_EX_LOW	REAL	VAR_GLOBAL	Battery Bank A Voltage Extended Low			0	0	0	0	0	0
EI5512A_OUTRANGE	BOOL	VAR_GLOBAL	Battery Bank A Voltage Out of Range			0	0	0	0	0	0
EI5512A_AI_XMIT	REAL	VAR_GLOBAL	XMIT Value used in Scada to generate an alarm if Open loop			0	0	0	0	0	0
EI5512B_PV	REAL	VAR_GLOBAL	Battery Bank B Voltage			0	0	0	0	0	0
EI5512B_EX_HIGH	REAL	VAR_GLOBAL	Battery Bank B Voltage Extended High			0	0	0	0	0	0
EI5512B_HIGH	REAL	VAR_GLOBAL	Battery Bank B Voltage High			0	0	0	0	0	0
EI5512B_LOW	REAL	VAR_GLOBAL	Battery Bank B Voltage Low			0	0	0	0	0	0
EI5512B_EX_LOW	REAL	VAR_GLOBAL	Battery Bank B Voltage Extended Low			0	0	0	0	0	0
EI5512B_OUTRANGE	BOOL	VAR_GLOBAL	Battery Bank B Voltage Out of Range			0	0	0	0	0	0
EI5512B_AI_XMIT	REAL	VAR_GLOBAL	XMIT Value used in Scada to generate an alarm if Open loop			0	0	0	0	0	0
II5504_PV	REAL	VAR_GLOBAL	Upstream CPU1 Current			0	0	0	0	0	0
II5504_EX_HIGH	REAL	VAR_GLOBAL	Upstream CPU1 Current Extended High			0	0	0	0	0	0
II5504_HIGH	REAL	VAR_GLOBAL	Upstream CPU1 Current High			0	0	0	0	0	0
II5504_LOW	REAL	VAR_GLOBAL	Upstream CPU1 Current Low			0	0	0	0	0	0
II5504_EX_LOW	REAL	VAR_GLOBAL	Upstream CPU1 Current Extended Low			0	0	0	0	0	0
II5504_OUTRANGE	BOOL	VAR_GLOBAL	Upstream CPU1 Current Out of Range			0	0	0	0	0	0
II5504_AI_XMIT	REAL	VAR_GLOBAL	XMIT Value used in Scada to generate an alarm if Open loop			0	0	0	0	0	0
EI5506_PV	REAL	VAR_GLOBAL	Downstream CPU2 Potential			0	0	0	0	0	0
EI5506_EX_HIGH	REAL	VAR_GLOBAL	Downstream CPU2 Potential Extended High			0	0	0	0	0	0
EI5506_HIGH	REAL	VAR_GLOBAL	Downstream CPU2 Potential High			0	0	0	0	0	0
EI5506_LOW	REAL	VAR_GLOBAL	Downstream CPU2 Potential Low			0	0	0	0	0	0
EI5506_EX_LOW	REAL	VAR_GLOBAL	Downstream CPU2 Potential Extended Low			0	0	0	0	0	0
EI5506_OUTRANGE	BOOL	VAR_GLOBAL	Downstream CPU2 Potential Out of Range			0	0	0	0	0	0
EI5506_AI_XMIT	REAL	VAR_GLOBAL	XMIT Value used in Scada to generate an alarm if Open loop			0	0	0	0	0	0
II5507_PV	REAL	VAR_GLOBAL	Downstream CPU2 Current			0	0	0	0	0	0
II5507_EX_HIGH	REAL	VAR_GLOBAL	Downstream CPU2 Current Extended High			0	0	0	0	0	0
II5507_HIGH	REAL	VAR_GLOBAL	Downstream CPU2 Current High			0	0	0	0	0	0
II5507_LOW	REAL	VAR_GLOBAL	Downstream CPU2 Current Low			0	0	0	0	0	0
II5507_EX_LOW	REAL	VAR_GLOBAL	Downstream CPU2 Current Extended Low			0	0	0	0	0	0
II5507_OUTRANGE	BOOL	VAR_GLOBAL	Downstream CPU2 Current Out of Range			0	0	0	0	0	0
II5507_AI_XMIT	REAL	VAR_GLOBAL	XMIT Value used in Scada to generate an alarm if Open loop			0	0	0	0	0	0
EI5509_PV	REAL	VAR_GLOBAL	Downstream CPU3 Potential			0	0	0	0	0	0
EI5509_EX_HIGH	REAL	VAR_GLOBAL	Downstream CPU3 Potential Extended High			0	0	0	0	0	0
EI5509_HIGH	REAL	VAR_GLOBAL	Downstream CPU3 Potential High			0	0	0	0	0	0
EI5509_LOW	REAL	VAR_GLOBAL	Downstream CPU3 Potential Low			0	0	0	0	0	0
EI5509_EX_LOW	REAL	VAR_GLOBAL	Downstream CPU3 Potential Extended Low			0	0	0	0	0	0
EI5509_OUTRANGE	BOOL	VAR_GLOBAL	Downstream CPU3 Potential Out of Range			0	0	0	0	0	0
EI5509_AI_XMIT	REAL	VAR_GLOBAL	XMIT Value used in Scada to generate an alarm if Open loop			0	0	0	0	0	0
II5510_PV	REAL	VAR_GLOBAL	Downstream CPU3 Current			0	0	0	0	0	0
II5510_EX_HIGH	REAL	VAR_GLOBAL	Downstream CPU3 Current Extended High			0	0	0	0	0	0
II5510_HIGH	REAL	VAR_GLOBAL	Downstream CPU3 Current High			0	0	0	0	0	0
II5510_LOW	REAL	VAR_GLOBAL	Downstream CPU3 Current Low			0	0	0	0	0	0
II5510_EX_LOW	REAL	VAR_GLOBAL	Downstream CPU3 Current Extended Low			0	0	0	0	0	0
II5510_OUTRANGE	BOOL	VAR_GLOBAL	Downstream CPU3 Current Out of Range			0	0	0	0	0	0
II5510_AI_XMIT	REAL	VAR_GLOBAL	XMIT Value used in Scada to generate an alarm if Open loop			0	0	0	0	0	0
PI6408_PV	REAL	VAR_GLOBAL	Launcher Downstream Pressure			0	0	0	0	0	0
PI6408_EX_HIGH	REAL	VAR_GLOBAL	Launcher Downstream Pressure Extended High			0	0	0	0	0	0
PI6408_HIGH	REAL	VAR_GLOBAL	Launcher Downstream Pressure High			0	0	0	0	0	0
PI6408_LOW	REAL	VAR_GLOBAL	Launcher Downstream Pressure Low			0	0	0	0	0	0
PI6408_EX_LOW	REAL	VAR_GLOBAL	Launcher Downstream Pressure Extended Low			0	0	0	0	0	0
PI6408_OUTRANGE	BOOL	VAR_GLOBAL	Launcher Downstream Pressure Over Range			0	0	0	0	0	0
PI6408_AI_XMIT	REAL	VAR_GLOBAL	XMIT Value used in Scada to generate an alarm if Open loop			0	0	0	0	0	0
TI6413_PV	REAL	VAR_GLOBAL	Launcher Downstream Temperature			0	0	0	0	0	0
TI6413_EX_HIGH	REAL	VAR_GLOBAL	Launcher Downstream Temperature Extended High			0	0	0	0	0	0
